shipment_id,shipment_category,origin_city,destination_city,distance_km,transport_mode,weight_kg,volume_m3,delivery_time_days,cost_SAR,fuel_cost_SAR,carrier_type,delivery_status,pickup_datetime,dropoff_datetime,num_packages,customer_type
SH006109,livestock,Makkah,Abha,123.6,refrigerated_truck,427.16,1.09,1,510.68,270.0,postal_service,on_time,2023-06-06 15:57:19,2023-06-07 19:57:19,5,wholesale
SH006110,furniture,Madinah,Jazan,261.2,cargo_van,281.57,0.98,2,493.53,242.93,in_house,delayed,2025-05-03 05:44:49,2025-05-05 10:44:49,1,B2B
SH006111,building_materials,Makkah,Dammam,198.4,cargo_van,235.0,1.42,1,376.0,166.03,3PL,on_time,2024-05-08 05:34:20,2024-05-09 12:34:20,3,wholesale
SH006112,livestock,Hail,Jazan,242.2,heavy_truck,197.93,0.81,1,778.35,326.41,in_house,on_time,2025-01-19 08:38:02,2025-01-20 11:38:02,3,retail
SH006113,food,Abha,Abha,14.6,motorbike,96.36,0.5,1,26.79,9.81,3PL,on_time,2023-09-08 05:42:40,2023-09-09 08:42:40,2,wholesale
SH006114,general_goods,Jeddah,Makkah,370.1,refrigerated_truck,10.5,0.03,1,1111.53,602.23,private_courier,on_time,2025-08-13 10:09:19,2025-08-14 15:09:19,2,B2C
SH006115,building_materials,Jeddah,Madinah,207.2,refrigerated_truck,67.78,0.32,1,684.25,351.88,private_courier,on_time,2025-08-22 15:59:56,2025-08-23 21:59:56,2,B2B
SH006116,electronics,Khobar,Riyadh,121.3,refrigerated_truck,97.72,0.32,1,487.64,276.15,postal_service,on_time,2025-01-27 13:26:06,2025-01-28 20:26:06,1,B2B
SH006117,auto_parts,Jazan,Abha,77.1,motorbike,36.27,0.11,1,85.47,40.69,private_courier,on_time,2024-07-15 09:53:38,2024-07-16 14:53:38,4,B2B
SH006118,furniture,Hail,Makkah,38.7,motorbike,249.01,0.67,1,71.88,34.6,in_house,on_time,2023-07-15 06:36:59,2023-07-16 06:36:59,6,wholesale
SH006119,electronics,Hail,Hail,23.0,motorbike,81.66,0.3,1,44.03,17.32,postal_service,on_time,2024-09-26 18:49:45,2024-09-28 00:49:45,4,B2C
SH006120,furniture,Riyadh,Jazan,181.8,heavy_truck,151.21,0.79,1,554.74,326.18,private_courier,on_time,2024-06-29 19:37:04,2024-06-30 20:37:04,1,B2B
SH006121,cars,Khobar,Makkah,209.4,heavy_truck,1421.8,4.31,1,707.63,367.56,3PL,delayed,2024-09-24 21:25:48,2024-09-26 00:25:48,2,retail
SH006122,livestock,Hail,Riyadh,113.0,refrigerated_truck,288.86,0.97,1,473.5,273.36,in_house,on_time,2024-11-19 01:28:34,2024-11-20 04:28:34,3,retail
SH006123,building_materials,Dammam,Makkah,54.6,refrigerated_truck,389.73,2.55,1,245.04,86.94,postal_service,on_time,2023-05-27 04:09:03,2023-05-28 10:09:03,1,wholesale
SH006124,livestock,Dammam,Jeddah,225.0,heavy_truck,221.18,0.98,1,719.5,373.91,in_house,delayed,2024-03-26 20:34:27,2024-03-27 23:34:27,1,B2C
SH006125,livestock,Makkah,Tabuk,457.1,cargo_van,342.47,1.38,1,938.92,340.68,3PL,on_time,2025-07-25 06:29:20,2025-07-26 09:29:20,7,B2B
SH006126,livestock,Hail,Khobar,53.2,refrigerated_truck,81.3,0.49,1,266.92,122.24,postal_service,on_time,2025-03-22 15:54:27,2025-03-23 22:54:27,2,B2C
SH006127,electronics,Jazan,Madinah,716.8,motorbike,57.82,0.15,2,770.61,405.92,in_house,delayed,2023-09-20 04:58:46,2023-09-22 12:58:46,5,B2C
SH006128,cars,Madinah,Makkah,85.1,heavy_truck,1602.18,5.01,1,330.98,202.23,3PL,on_time,2024-08-09 14:57:29,2024-08-10 16:57:29,3,wholesale
SH006129,building_materials,Khobar,Khobar,45.2,motorbike,213.73,0.57,1,59.11,25.01,3PL,on_time,2024-06-08 11:20:50,2024-06-09 19:20:50,5,B2C
SH006130,electronics,Hail,Tabuk,72.6,medium_truck,83.83,0.42,1,232.23,122.97,in_house,on_time,2023-12-13 07:50:35,2023-12-14 11:50:35,4,B2C
SH006131,cars,Jeddah,Jazan,316.0,medium_truck,1579.24,5.06,1,835.54,345.96,postal_service,on_time,2024-02-10 19:32:56,2024-02-12 02:32:56,3,wholesale
SH006132,auto_parts,Dammam,Dammam,12.5,cargo_van,69.99,0.24,1,55.58,22.25,in_house,on_time,2025-08-06 22:23:17,2025-08-08 04:23:17,1,retail
SH006133,food,Abha,Jazan,276.9,small_van,20.36,0.1,1,397.09,139.92,private_courier,delayed,2025-01-10 11:19:46,2025-01-11 16:19:46,6,B2C
SH006134,building_materials,Jeddah,Khobar,151.0,cargo_van,71.52,0.23,1,273.16,171.0,3PL,delayed,2025-09-04 02:11:10,2025-09-05 10:11:10,7,retail
SH006135,auto_parts,Makkah,Tabuk,197.2,motorbike,112.35,0.35,1,212.04,90.51,postal_service,on_time,2023-01-12 00:53:55,2023-01-13 00:53:55,4,retail
SH006136,building_materials,Makkah,Madinah,329.8,refrigerated_truck,191.17,1.06,1,1043.05,615.82,private_courier,in_transit,2025-01-22 22:46:55,2025-01-24 04:46:55,8,wholesale
SH006137,cars,Hail,Tabuk,35.3,heavy_truck,1422.19,4.21,1,198.22,112.95,postal_service,on_time,2023-06-28 16:40:39,2023-06-29 19:40:39,3,B2B
SH006138,food,Dammam,Tabuk,189.7,medium_truck,22.27,0.07,1,483.39,237.93,private_courier,on_time,2025-02-08 13:55:00,2025-02-09 21:55:00,2,B2B
SH006139,furniture,Madinah,Jazan,390.9,cargo_van,764.25,2.27,1,717.81,316.7,3PL,on_time,2025-09-16 20:44:44,2025-09-17 22:44:44,6,retail
SH006140,auto_parts,Dammam,Makkah,249.2,heavy_truck,57.99,0.18,1,721.99,347.02,private_courier,on_time,2024-08-24 00:44:18,2024-08-25 00:44:18,1,B2B
SH006141,auto_parts,Khobar,Makkah,112.9,motorbike,192.59,0.53,1,141.84,61.78,in_house,delayed,2024-10-20 12:47:40,2024-10-21 17:47:40,8,retail
SH006142,livestock,Jeddah,Makkah,338.9,motorbike,149.1,0.79,1,370.82,233.22,private_courier,delayed,2025-09-28 13:15:57,2025-09-29 14:15:57,1,B2C
SH006143,food,Makkah,Tabuk,269.0,small_van,28.81,0.11,1,364.5,141.45,private_courier,on_time,2025-09-04 16:04:21,2025-09-05 18:04:21,2,B2B
SH006144,auto_parts,Hail,Makkah,304.5,cargo_van,75.43,0.44,1,583.7,283.23,private_courier,on_time,2023-06-03 20:55:41,2023-06-04 22:55:41,4,wholesale
SH006145,building_materials,Jeddah,Dammam,350.5,medium_truck,196.47,1.17,1,778.12,449.89,in_house,delayed,2023-06-13 06:47:35,2023-06-14 11:47:35,8,wholesale
SH006146,auto_parts,Khobar,Jazan,586.0,motorbike,114.01,0.48,2,604.73,225.74,private_courier,on_time,2024-12-01 10:30:56,2024-12-03 14:30:56,1,retail
SH006147,building_materials,Jazan,Makkah,135.1,motorbike,120.43,0.31,1,138.89,83.49,private_courier,on_time,2025-10-17 15:25:09,2025-10-18 18:25:09,6,B2C
SH006148,electronics,Dammam,Jazan,108.9,refrigerated_truck,102.44,0.31,1,470.52,205.73,private_courier,on_time,2024-09-17 00:55:19,2024-09-18 04:55:19,4,B2C
SH006149,livestock,Madinah,Hail,565.3,refrigerated_truck,184.48,0.55,1,1996.22,1285.88,postal_service,on_time,2023-02-21 03:57:47,2023-02-22 05:57:47,7,B2B
SH006150,building_materials,Abha,Makkah,103.5,cargo_van,501.81,1.43,1,206.25,124.55,3PL,on_time,2024-10-08 04:21:05,2024-10-09 09:21:05,6,wholesale
SH006151,electronics,Hail,Riyadh,78.9,small_van,50.82,0.14,1,157.38,102.1,3PL,on_time,2025-05-04 14:34:14,2025-05-05 20:34:14,7,retail
SH006152,livestock,Dammam,Abha,216.4,motorbike,169.28,0.92,1,265.45,131.37,private_courier,on_time,2025-05-11 06:24:32,2025-05-12 06:24:32,6,retail
SH006153,general_goods,Jeddah,Hail,150.3,heavy_truck,46.17,0.17,1,423.29,193.08,private_courier,on_time,2023-01-11 18:15:06,2023-01-12 21:15:06,3,B2C
SH006154,general_goods,Madinah,Khobar,228.7,medium_truck,92.18,0.24,1,492.49,198.62,3PL,delayed,2025-04-28 10:07:15,2025-04-29 16:07:15,4,wholesale
SH006155,electronics,Dammam,Riyadh,95.2,small_van,21.83,0.11,1,156.24,67.77,private_courier,on_time,2024-12-06 17:39:27,2024-12-07 18:39:27,5,B2C
SH006156,food,Abha,Jazan,209.4,refrigerated_truck,116.17,0.3,1,741.51,383.01,3PL,in_transit,2023-09-16 08:12:59,2023-09-17 11:12:59,2,wholesale
SH006157,livestock,Abha,Dammam,214.2,motorbike,397.97,1.46,1,260.03,116.29,postal_service,in_transit,2024-02-23 01:17:48,2024-02-24 02:17:48,5,retail
SH006158,food,Jazan,Hail,198.9,motorbike,6.57,0.02,1,216.19,89.56,in_house,on_time,2023-01-05 01:14:53,2023-01-06 03:14:53,5,wholesale
SH006159,electronics,Jazan,Dammam,369.1,refrigerated_truck,112.93,0.48,1,1289.59,727.1,postal_service,on_time,2023-08-29 07:02:10,2023-08-30 15:02:10,1,wholesale
SH006160,furniture,Madinah,Hail,542.1,small_van,458.37,1.21,2,746.56,341.31,postal_service,on_time,2025-06-25 19:51:00,2025-06-27 21:51:00,2,wholesale
SH006161,furniture,Hail,Jazan,91.7,refrigerated_truck,129.31,0.79,1,365.94,193.19,in_house,on_time,2025-09-28 18:19:17,2025-09-29 22:19:17,1,retail
SH006162,auto_parts,Jazan,Jeddah,427.6,motorbike,84.04,0.31,1,437.41,180.25,3PL,on_time,2023-12-23 19:52:27,2023-12-24 22:52:27,8,retail
SH006163,auto_parts,Hail,Hail,28.4,cargo_van,60.29,0.19,1,95.03,50.49,in_house,on_time,2023-08-19 16:48:39,2023-08-21 00:48:39,3,B2B
SH006164,cars,Abha,Khobar,288.9,refrigerated_truck,1542.74,8.37,1,1109.82,538.92,private_courier,delayed,2024-11-06 05:52:59,2024-11-07 06:52:59,4,B2C
SH006165,auto_parts,Madinah,Hail,112.8,medium_truck,72.71,0.25,1,293.52,117.23,postal_service,on_time,2023-11-20 01:10:27,2023-11-21 01:10:27,7,B2B
SH006166,livestock,Jeddah,Makkah,236.3,refrigerated_truck,211.41,0.56,1,893.23,431.26,private_courier,on_time,2025-08-05 04:03:22,2025-08-06 08:03:22,3,B2C
SH006167,livestock,Tabuk,Jazan,190.8,cargo_van,61.68,0.25,1,409.19,262.44,3PL,on_time,2025-10-09 23:24:18,2025-10-10 23:24:18,1,B2B
SH006168,building_materials,Jazan,Hail,435.5,heavy_truck,133.67,0.65,1,1161.59,662.93,private_courier,on_time,2024-03-02 22:43:22,2024-03-04 03:43:22,2,retail
SH006169,food,Jeddah,Hail,191.2,heavy_truck,43.88,0.14,1,580.79,240.62,private_courier,delayed,2025-01-05 02:23:47,2025-01-06 04:23:47,13,retail
SH006170,auto_parts,Hail,Makkah,180.5,heavy_truck,66.97,0.19,1,560.35,209.21,in_house,on_time,2024-02-25 03:05:42,2024-02-26 07:05:42,2,B2C
SH006171,general_goods,Jazan,Dammam,130.9,medium_truck,41.82,0.2,1,303.21,155.89,3PL,on_time,2025-05-08 11:25:59,2025-05-09 19:25:59,2,wholesale
SH006172,auto_parts,Hail,Riyadh,265.1,medium_truck,38.27,0.13,1,633.58,252.84,3PL,on_time,2023-02-03 06:05:38,2023-02-04 06:05:38,5,B2C
SH006173,auto_parts,Tabuk,Riyadh,76.5,motorbike,91.21,0.45,1,111.26,67.1,in_house,on_time,2024-03-19 01:56:37,2024-03-20 04:56:37,2,retail
SH006174,building_materials,Madinah,Dammam,100.7,refrigerated_truck,127.46,0.37,1,388.23,151.33,3PL,on_time,2024-05-27 21:50:53,2024-05-29 02:50:53,4,retail
SH006175,livestock,Hail,Riyadh,269.1,refrigerated_truck,66.7,0.42,1,1002.33,593.2,postal_service,on_time,2024-10-21 04:49:06,2024-10-22 04:49:06,5,B2C
SH006176,food,Madinah,Hail,479.3,motorbike,135.31,0.53,1,495.67,307.47,3PL,delayed,2023-11-24 21:01:57,2023-11-26 03:01:57,3,B2B
SH006177,cars,Dammam,Makkah,93.6,heavy_truck,1754.28,5.91,1,378.21,156.89,postal_service,on_time,2025-01-21 02:03:05,2025-01-22 02:03:05,2,B2C
SH006178,electronics,Madinah,Jeddah,115.3,heavy_truck,22.7,0.09,1,402.37,171.7,private_courier,in_transit,2024-09-02 17:33:46,2024-09-04 00:33:46,2,B2B
SH006179,cars,Makkah,Abha,100.4,motorbike,1722.21,6.79,1,144.05,66.53,postal_service,on_time,2025-01-04 20:08:12,2025-01-06 03:08:12,3,B2B
SH006180,cars,Hail,Tabuk,177.9,medium_truck,1624.05,5.66,1,516.46,288.35,postal_service,on_time,2024-12-12 14:24:31,2024-12-13 20:24:31,5,B2B
SH006181,general_goods,Hail,Khobar,319.0,cargo_van,28.81,0.11,1,510.34,314.88,in_house,on_time,2023-07-25 02:28:43,2023-07-26 10:28:43,4,B2C
SH006182,food,Riyadh,Riyadh,58.8,refrigerated_truck,23.26,0.1,1,277.28,140.24,in_house,on_time,2024-01-24 02:55:45,2024-01-25 06:55:45,2,wholesale
SH006183,cars,Jeddah,Hail,256.6,motorbike,1214.57,7.83,1,302.63,139.79,postal_service,in_transit,2023-07-29 02:47:55,2023-07-30 02:47:55,1,B2B
SH006184,electronics,Khobar,Riyadh,284.1,cargo_van,7.59,0.02,1,560.7,236.52,in_house,in_transit,2024-06-18 18:21:29,2024-06-20 01:21:29,4,B2B
SH006185,furniture,Abha,Hail,179.0,refrigerated_truck,87.32,0.37,1,668.79,280.79,3PL,on_time,2025-02-17 15:57:25,2025-02-18 22:57:25,4,wholesale
SH006186,auto_parts,Tabuk,Madinah,323.9,refrigerated_truck,122.72,0.33,1,1091.92,437.66,postal_service,on_time,2024-06-23 02:47:51,2024-06-24 04:47:51,2,retail
SH006187,livestock,Hail,Madinah,319.1,medium_truck,428.05,1.84,1,839.54,539.89,postal_service,on_time,2023-02-08 00:18:34,2023-02-09 06:18:34,5,wholesale
SH006188,cars,Hail,Tabuk,274.5,heavy_truck,1631.36,4.34,1,900.12,452.68,3PL,on_time,2025-10-18 22:08:56,2025-10-20 04:08:56,6,retail
SH006189,building_materials,Jeddah,Khobar,150.5,motorbike,200.8,1.25,1,146.68,61.62,private_courier,on_time,2023-03-25 11:58:26,2023-03-26 13:58:26,3,retail
SH006190,auto_parts,Makkah,Abha,293.2,refrigerated_truck,73.0,0.23,1,978.69,364.16,postal_service,on_time,2024-06-13 01:26:27,2024-06-14 04:26:27,3,B2B
SH006191,cars,Tabuk,Jazan,35.3,heavy_truck,1280.97,6.42,1,199.68,117.1,postal_service,on_time,2023-07-31 15:04:51,2023-08-01 19:04:51,3,retail
SH006192,cars,Tabuk,Riyadh,103.4,cargo_van,1646.04,6.57,1,224.69,126.7,private_courier,on_time,2024-04-28 16:38:57,2024-04-29 21:38:57,3,B2C
SH006193,auto_parts,Abha,Khobar,241.4,small_van,62.78,0.23,1,355.46,146.2,in_house,on_time,2023-03-04 17:10:27,2023-03-05 23:10:27,4,retail
SH006194,food,Jeddah,Hail,184.1,motorbike,126.4,0.52,1,202.89,79.63,in_house,on_time,2025-10-04 03:34:54,2025-10-05 04:34:54,1,B2B
SH006195,building_materials,Madinah,Jazan,249.6,cargo_van,205.8,1.02,1,465.73,202.55,postal_service,on_time,2025-05-25 21:46:36,2025-05-27 01:46:36,3,B2B
SH006196,electronics,Jazan,Hail,305.0,motorbike,33.91,0.17,1,308.15,121.34,3PL,in_transit,2024-01-18 09:10:21,2024-01-19 11:10:21,2,retail
SH006197,food,Jazan,Jazan,27.6,medium_truck,49.76,0.15,1,115.94,69.71,in_house,on_time,2023-05-16 08:07:33,2023-05-17 09:07:33,9,B2C
SH006198,food,Abha,Tabuk,185.7,refrigerated_truck,44.56,0.26,1,656.85,330.76,in_house,on_time,2024-04-02 12:12:20,2024-04-03 15:12:20,8,wholesale
SH006199,general_goods,Makkah,Hail,135.7,heavy_truck,32.79,0.2,1,379.73,148.34,private_courier,on_time,2025-07-10 09:23:19,2025-07-11 17:23:19,6,retail
SH006200,electronics,Tabuk,Jeddah,244.5,cargo_van,123.02,0.31,1,496.36,214.39,3PL,on_time,2024-10-07 15:39:25,2024-10-08 19:39:25,7,wholesale
SH006201,cars,Jazan,Khobar,299.0,refrigerated_truck,1534.01,5.18,1,1134.33,397.05,postal_service,on_time,2025-01-15 14:17:24,2025-01-16 20:17:24,2,B2B
SH006202,livestock,Jeddah,Abha,86.4,refrigerated_truck,108.29,0.64,1,383.87,199.76,private_courier,on_time,2025-03-28 19:16:00,2025-03-30 02:16:00,5,wholesale
SH006203,livestock,Makkah,Madinah,339.8,heavy_truck,307.32,1.65,2,1068.88,690.37,private_courier,on_time,2025-04-18 08:14:23,2025-04-20 12:14:23,3,B2B
SH006204,food,Jazan,Abha,94.0,refrigerated_truck,92.18,0.61,1,377.19,232.48,postal_service,on_time,2023-09-10 12:49:24,2023-09-11 13:49:24,5,wholesale
SH006205,general_goods,Riyadh,Madinah,185.1,small_van,73.19,0.27,1,245.15,156.09,private_courier,on_time,2023-07-28 10:01:13,2023-07-29 16:01:13,2,B2C
SH006206,auto_parts,Madinah,Tabuk,145.4,cargo_van,101.53,0.36,1,299.06,106.55,private_courier,on_time,2023-08-06 09:24:12,2023-08-07 17:24:12,2,retail
SH006207,auto_parts,Jazan,Madinah,273.0,heavy_truck,79.87,0.23,1,784.77,285.16,in_house,on_time,2024-10-19 19:42:00,2024-10-21 00:42:00,5,retail
SH006208,food,Dammam,Abha,52.3,heavy_truck,78.35,0.21,1,201.34,84.36,private_courier,on_time,2023-12-19 20:42:51,2023-12-20 20:42:51,5,wholesale
SH006209,furniture,Tabuk,Khobar,201.5,motorbike,666.59,2.3,1,212.76,133.65,3PL,delayed,2024-06-25 11:00:55,2024-06-26 15:00:55,2,B2C
SH006210,electronics,Khobar,Makkah,88.9,cargo_van,26.49,0.1,1,200.17,94.27,3PL,on_time,2023-11-10 12:25:20,2023-11-11 14:25:20,2,retail
SH006211,general_goods,Dammam,Makkah,201.4,cargo_van,43.37,0.12,1,362.46,204.85,postal_service,on_time,2025-02-15 15:11:44,2025-02-16 16:11:44,2,B2C
SH006212,livestock,Dammam,Tabuk,348.4,cargo_van,113.83,0.33,2,699.63,337.29,3PL,on_time,2024-06-01 05:00:11,2024-06-03 06:00:11,2,retail
SH006213,electronics,Hail,Abha,127.6,small_van,20.43,0.09,1,210.02,77.93,3PL,on_time,2025-02-09 05:20:14,2025-02-10 05:20:14,2,B2B
SH006214,furniture,Jeddah,Tabuk,431.8,cargo_van,545.8,1.37,1,798.92,492.18,private_courier,in_transit,2023-07-21 11:59:12,2023-07-22 19:59:12,4,B2C
SH006215,general_goods,Abha,Riyadh,267.7,refrigerated_truck,57.05,0.34,1,833.77,436.59,in_house,on_time,2024-08-25 12:50:50,2024-08-26 15:50:50,11,retail
SH006216,cars,Khobar,Khobar,2.3,cargo_van,1225.45,4.56,1,57.83,24.73,in_house,on_time,2023-01-04 04:47:42,2023-01-05 06:47:42,4,wholesale
SH006217,furniture,Khobar,Madinah,443.5,medium_truck,654.67,2.01,1,1035.54,492.19,postal_service,delayed,2023-04-25 16:49:31,2023-04-26 22:49:31,2,B2B
SH006218,building_materials,Riyadh,Dammam,222.1,cargo_van,564.06,1.89,1,411.83,209.41,3PL,on_time,2023-05-28 00:21:21,2023-05-29 05:21:21,4,B2C
SH006219,cars,Khobar,Madinah,675.4,motorbike,1768.9,7.37,3,794.96,430.33,in_house,delayed,2023-07-23 01:05:21,2023-07-26 04:05:21,6,wholesale
SH006220,auto_parts,Riyadh,Makkah,201.8,refrigerated_truck,149.21,0.66,1,707.55,394.95,postal_service,on_time,2025-04-12 14:56:30,2025-04-13 19:56:30,3,B2B
SH006221,livestock,Riyadh,Dammam,273.3,refrigerated_truck,314.12,1.34,1,1007.79,475.16,3PL,on_time,2024-06-02 13:01:22,2024-06-03 17:01:22,4,wholesale
SH006222,electronics,Dammam,Makkah,192.1,motorbike,74.34,0.47,1,230.43,142.87,postal_service,in_transit,2024-07-13 13:00:36,2024-07-14 16:00:36,8,B2C
SH006223,livestock,Jeddah,Jeddah,39.7,small_van,426.28,1.23,1,90.76,52.05,private_courier,on_time,2023-01-07 15:07:09,2023-01-08 19:07:09,5,retail
SH006224,electronics,Tabuk,Madinah,149.8,refrigerated_truck,94.53,0.52,1,565.46,297.65,3PL,on_time,2023-11-01 23:23:00,2023-11-03 03:23:00,5,B2C
SH006225,building_materials,Riyadh,Madinah,45.3,medium_truck,381.62,1.88,1,151.01,71.66,3PL,delayed,2023-12-07 02:27:19,2023-12-08 07:27:19,1,retail
SH006226,auto_parts,Abha,Khobar,183.2,heavy_truck,151.25,0.45,1,562.66,308.03,postal_service,on_time,2025-07-05 15:15:36,2025-07-06 23:15:36,5,B2C
SH006227,electronics,Hail,Makkah,224.5,small_van,242.35,1.34,1,342.74,221.78,in_house,on_time,2024-04-06 12:14:50,2024-04-07 20:14:50,5,wholesale
SH006228,general_goods,Riyadh,Madinah,134.2,refrigerated_truck,81.81,0.48,1,463.74,244.45,postal_service,on_time,2025-01-28 14:18:08,2025-01-29 17:18:08,4,B2B
SH006229,general_goods,Tabuk,Jazan,451.1,refrigerated_truck,55.82,0.33,1,1348.45,718.26,3PL,on_time,2024-09-22 18:51:57,2024-09-24 00:51:57,1,B2C
SH006230,cars,Riyadh,Makkah,76.3,cargo_van,949.79,4.32,1,204.07,94.08,in_house,on_time,2024-07-29 04:41:25,2024-07-30 04:41:25,4,B2C
SH006231,building_materials,Madinah,Riyadh,136.0,cargo_van,243.7,1.48,1,263.01,138.31,in_house,on_time,2024-08-31 10:49:43,2024-09-01 15:49:43,5,retail
SH006232,general_goods,Abha,Madinah,103.9,heavy_truck,25.12,0.06,1,324.25,163.84,in_house,on_time,2025-07-06 16:45:09,2025-07-07 23:45:09,3,B2B
SH006233,electronics,Khobar,Dammam,276.9,cargo_van,50.99,0.15,2,548.93,236.48,3PL,delayed,2023-03-07 10:45:09,2023-03-09 14:45:09,5,B2B
SH006234,general_goods,Riyadh,Abha,422.3,small_van,31.89,0.19,1,521.01,270.67,private_courier,in_transit,2025-06-10 22:00:19,2025-06-11 23:00:19,2,B2C
SH006235,livestock,Jazan,Tabuk,171.7,motorbike,201.07,0.68,1,205.32,105.71,3PL,on_time,2024-08-16 02:35:31,2024-08-17 05:35:31,5,retail
SH006236,food,Jeddah,Makkah,192.9,refrigerated_truck,70.79,0.38,1,698.26,378.65,3PL,on_time,2023-03-18 18:12:30,2023-03-19 20:12:30,3,wholesale
SH006237,food,Dammam,Dammam,5.3,small_van,9.17,0.03,1,36.59,22.64,3PL,on_time,2025-05-10 06:08:36,2025-05-11 12:08:36,8,B2C
SH006238,cars,Riyadh,Dammam,149.1,refrigerated_truck,1416.93,4.1,1,620.02,233.88,postal_service,on_time,2024-05-27 11:00:49,2024-05-28 15:00:49,4,B2B
SH006239,electronics,Makkah,Jazan,225.4,small_van,63.18,0.26,1,344.56,129.7,3PL,on_time,2024-03-22 05:13:21,2024-03-23 08:13:21,4,B2C
SH006240,electronics,Khobar,Dammam,56.7,refrigerated_truck,62.08,0.31,1,269.89,150.85,private_courier,on_time,2023-01-24 10:04:11,2023-01-25 10:04:11,4,B2C
SH006241,furniture,Dammam,Tabuk,418.1,heavy_truck,354.56,0.92,1,1178.09,494.9,3PL,in_transit,2025-04-25 23:09:37,2025-04-27 01:09:37,5,retail
SH006242,furniture,Madinah,Riyadh,220.2,refrigerated_truck,220.89,0.79,1,763.41,406.17,in_house,on_time,2025-05-31 01:47:49,2025-06-01 02:47:49,5,B2B
SH006243,auto_parts,Khobar,Dammam,343.0,heavy_truck,103.53,0.36,2,975.15,487.83,postal_service,on_time,2024-08-14 07:00:17,2024-08-16 08:00:17,3,wholesale
SH006244,livestock,Dammam,Jazan,206.3,cargo_van,534.91,1.36,1,446.33,158.43,postal_service,on_time,2024-09-25 15:34:02,2024-09-26 22:34:02,5,wholesale
SH006245,cars,Riyadh,Hail,192.2,heavy_truck,1405.85,4.72,1,655.66,377.87,in_house,on_time,2024-12-13 01:20:49,2024-12-14 06:20:49,6,B2B
SH006246,livestock,Jeddah,Makkah,240.2,motorbike,142.6,0.84,1,269.11,149.25,3PL,in_transit,2023-01-01 09:57:06,2023-01-02 16:57:06,4,B2C
SH006247,general_goods,Abha,Khobar,68.9,small_van,64.47,0.38,1,120.64,67.58,in_house,on_time,2023-03-27 01:13:33,2023-03-28 03:13:33,5,wholesale
SH006248,furniture,Jeddah,Madinah,117.4,medium_truck,82.38,0.25,1,317.9,169.12,in_house,delayed,2023-09-12 13:22:10,2023-09-13 19:22:10,6,B2C
SH006249,building_materials,Khobar,Abha,392.8,small_van,344.79,1.62,1,524.41,288.75,3PL,delayed,2024-03-28 19:07:19,2024-03-30 00:07:19,2,wholesale
SH006250,building_materials,Tabuk,Khobar,209.6,heavy_truck,210.87,0.88,1,604.09,258.06,3PL,on_time,2024-04-12 03:50:08,2024-04-13 06:50:08,3,B2B
SH006251,food,Makkah,Abha,113.9,small_van,24.61,0.12,1,169.45,76.49,3PL,on_time,2023-09-15 11:45:05,2023-09-16 13:45:05,4,B2B
SH006252,furniture,Khobar,Hail,681.3,refrigerated_truck,219.46,0.64,2,2189.65,807.5,private_courier,delayed,2023-11-02 19:02:31,2023-11-05 03:02:31,2,retail
SH006253,electronics,Dammam,Khobar,169.2,cargo_van,52.04,0.18,1,370.78,170.51,private_courier,on_time,2024-08-20 17:42:35,2024-08-21 19:42:35,2,wholesale
SH006254,general_goods,Jazan,Makkah,284.2,motorbike,47.73,0.14,1,249.7,138.13,private_courier,failed,2024-03-07 16:52:46,2024-03-08 20:52:46,4,B2C
SH006255,electronics,Makkah,Madinah,96.0,small_van,96.8,0.29,1,148.73,93.8,3PL,in_transit,2025-07-05 22:35:52,2025-07-07 00:35:52,2,retail
SH006256,auto_parts,Abha,Tabuk,175.3,refrigerated_truck,34.78,0.12,1,636.51,242.54,private_courier,delayed,2025-03-22 12:33:38,2025-03-23 15:33:38,3,B2B
SH006257,auto_parts,Riyadh,Makkah,348.1,medium_truck,199.32,0.88,1,809.23,396.48,3PL,delayed,2025-08-11 04:57:14,2025-08-12 07:57:14,6,B2B
SH006258,building_materials,Makkah,Jeddah,284.5,cargo_van,319.44,1.1,1,498.48,315.9,3PL,delayed,2024-06-15 06:54:29,2024-06-16 14:54:29,4,B2B
SH006259,furniture,Hail,Tabuk,347.6,heavy_truck,412.86,1.19,1,989.3,354.63,postal_service,delayed,2025-08-27 13:33:57,2025-08-28 14:33:57,6,B2C
SH006260,auto_parts,Khobar,Riyadh,353.0,heavy_truck,105.12,0.37,1,1002.37,427.29,postal_service,on_time,2024-06-12 14:28:17,2024-06-13 22:28:17,2,wholesale
SH006261,auto_parts,Jazan,Madinah,156.0,motorbike,153.9,0.43,1,156.74,95.75,3PL,on_time,2024-06-20 12:05:23,2024-06-21 19:05:23,2,B2B
SH006262,furniture,Dammam,Khobar,422.5,motorbike,220.88,0.57,2,434.42,195.63,private_courier,on_time,2025-01-18 20:16:12,2025-01-20 20:16:12,4,wholesale
SH006263,food,Hail,Abha,208.7,heavy_truck,40.62,0.14,1,613.77,316.69,postal_service,on_time,2025-02-20 07:32:00,2025-02-21 11:32:00,2,wholesale
SH006264,building_materials,Makkah,Tabuk,251.9,refrigerated_truck,213.74,0.75,1,829.64,477.61,postal_service,on_time,2023-09-19 06:29:20,2023-09-20 07:29:20,5,retail
